sequence_id,canonical_group,token_sha256,CE_L,CE_H,difference
174,2,5bc661829c38aa20ac2bcda08bc6a853345954a4b5071581dabee2b21214c4c3,4.187846554863654,4.187200512945537,0.0006460419181166799
175,2,ca312237fd938e037154a00225f0fd1578044ab9b273b5f879d87ffd193aede1,4.111522884573638,4.124815718449469,-0.013292833875830468
176,2,aa5c47bed90a7237522b2e943d01c5a513ac556191611013792bc50997ba7701,4.1788730379025765,4.15978431522683,0.019088722675746794
177,2,d0737c378500e59829e083d634ffecdd47c7dafb7a0acd6c312768373249342a,3.9738804402032315,3.9812538130682924,-0.007373372865060901
178,2,792a370be52458d7fafa9ce3665516fd3d77b6ce37110ebf515ee47ecb105302,3.254295500852095,3.2610720563627638,-0.0067765555106689135
179,2,1d310f2f175d92caf63ed4ec8b5a39df0ff0cd3a748c8a7da750f90359816605,4.0842179879034575,4.094054220093099,-0.009836232189641692
180,2,1958e5256db4ada302be3b2cd552a72f08f78999a1364e816450277239d86b6c,3.397732033602381,3.4041571780434055,-0.0064251444410245995
181,2,07c9213cdeb51d0168acb430127bd15b56b08512589cbf23ed9ea78a8daad2b5,3.6879348406882855,3.6673047887236407,0.020630051964644736
182,2,fd00a543d5dedb30348a53dae31c0d5a854c588be531554b64cf415c036f4bbb,3.8836396254332612,3.888824526092776,-0.005184900659514824
183,2,d998072af356b96f15a4515b88bca8b67ba6aa506d0ee0220808d7eea44b0399,3.76215672389867,3.7733726586737077,-0.011215934775037795
184,2,6d9c623bc5437f85d7ba3430b24a552266376219cf07f12cd01dde89a07298e9,4.1542974905106576,4.1781371416366255,-0.023839651125967976
185,2,f8368fcc07a55b7b166f837303ed2e46e612ea2a1930bcf9b3c3776099c6618b,4.14780107959848,4.15187973695879,-0.00407865736030999
186,2,c16f5e9dd69fce47e3a4e47bb7155e1e6de03041bea5a8964073593ae4d59612,4.069607345560911,4.046242816215454,0.023364529345457186
187,2,4a5ff07a49332d5cd8dd595fc2680f51c2d98023e1bf00958a6b9b11d7ffb396,3.882296567531313,3.874172666170665,0.008123901360647778
188,2,847c2ef4bbf03d40f187c7e860d108e80ae158b72aa761a4eb4afbc600fd470b,3.984304276891521,4.040246552417557,-0.0559422755260357
